% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=781784, Sat Oct  7 12:02:40 2023
1 7 -0.24182859618219285 -0.197531002901897 0.201440360388304 0.2901332215380752 0.807796239934527 0.9677205086965587 1.1878477393149824
2 14 -0.1949806309228881 -0.17344612391918737 0.16591641831941834 0.2575027587285862 0.807796239934527 0.9677205086965587 1.1878477393149824
3 21 -0.13903915237898765 -0.0866868239138904 0.17368024755038297 0.2081169429067102 0.807796239934527 0.9677205086965587 1.1878477393149824
4 28 -0.2433582714501723 -0.21625316283262128 0.18445272016490125 0.29091623921319104 0.824679487096459 0.9315971489487603 1.2050022803434286
5 35 -0.36987216786777677 -0.32097297005615333 0.22393687505003487 0.3566742922738074 0.824679487096459 0.9315971489487603 1.2050022803434286
6 42 -0.31106690467073383 -0.2707175455844412 0.1837922372997665 0.29494613917487644 0.824679487096459 0.9315971489487603 1.2050022803434286
7 49 -0.17608890160932084 -0.1497515394490213 0.28620036779393326 0.4051803080479519 0.7617882023787773 0.9741194878131932 1.2127530491320453
8 56 -0.2217829716100144 -0.20027975883745042 0.4118254686545686 0.5943573317126777 0.7617882023787773 0.9741194878131932 1.2127530491320453
9 63 -0.18799685582178513 -0.17142647859420135 0.4422478177368373 0.6302355392862664 0.7617882023787773 0.9741194878131932 1.2127530491320453
10 70 -0.2074557788259416 -0.2034770286979516 0.385332896166688 0.5776241209935778 0.6497130622647525 0.9409037232197269 1.3009892852571125
11 77 -0.36169190597628514 -0.29468887578710173 0.32575254321971725 0.46556331936614015 0.6497130622647525 0.9409037232197269 1.3009892852571125
12 84 -0.4707950930020061 -0.371617804521593 0.326682159878501 0.46027152619811923 0.6497130622647525 0.9409037232197269 1.3009892852571125
13 91 -0.4455780317800866 -0.35256620359295565 0.25071927027380514 0.3588026000422612 0.6800457796019912 0.9634400644744 1.26859015438836
14 98 -0.4838360241574331 -0.38023125986365497 0.18098869564209902 0.2644572498502389 0.6800457796019912 0.9634400644744 1.26859015438836
